Tweet,Sentiment
"@nataleestotz @mrsjeff2u hmmmm....having issue with my Voxer. Can't listen or add anyone :(","negative"
"SISIG. I NEED TO EAT SISIIIIG. :(","negative"
"@MotherOFirebees I am sorry Leon is a sick :(","negative"
"okay so no vixx showtime :(","negative"
"I wish I went to Cleveland when I was in Ohio :(","negative"
"@iamValC well now I don't know what to do with my life. I miss you and @JanelParrish :(","negative"
"BETH :( #TWD5enFOX #RIPBeth http://t.co/Cfv7KDsG8E","negative"
"Mis pies :(","negative"
"i just won tickets to Cage the Elephant, Fitz and the Tantrums and Alt-J andddd i can't go :(","negative"
"When you know #LIVESOS is coming very very soon and youre in the philippines :-(((( http://t.co/eKyjEiGb0i","negative"
"Nightmares :(","negative"
"@BeingSkChetan @Gautamlover16 Ya I know..bt this was the perfect nomination's :(","negative"
"Not a great day :( Thank goodness for tea.","negative"
"December 1st is my least favourite day of the year because a lot of beards are lost. :( #moveber #comeback #facialhairforlife #beardlover","negative"
"@jarrodwalsh @CaleOnNova I've been listening too 3 different stations :(  sorry about all the tweets x I'm ready to win the next ones!","negative"
"I does Try too much. :((","negative"
"@theodicy2 oh noes. I get those too. feel better :(","negative"
":( i cant connect to xbox live WTF is this shit #XboxLive","negative"
"@_MariaColocho :-( oh Maria","negative"
"@camerondallas Cameron will never see this. :( But if you do see this, I want to say Hi. C:","negative"
"@iHitts @XboxSupport lizard squid :(","negative"
"No hay weed :(","negative"
"Everyone is Luke HemmingsEveryone hates 5SOS :(","negative"
"cam I want to see you again :( @camerondallas","negative"
"Cum join me""@sexy_juicy: What am I still doing here sef?:(""","negative"
"@veryrare_marie im brokee :( yu know this","negative"
"@PunkLit I'm more annoyed the official walking dead Facebook page spoiled it before even half of the US watched it :(","negative"
"@Epsilon_Switch Oh :( I need a girl that doesn't care that I'm hideous af, autistic, bad at CoD and she'd just love me for followers","negative"
"@Carrie_Annee already almost home sorry I forgot it :(","negative"
"Reginae had Nicki Minaj perform for her 16th birthday. I had dinner & a movie for mine :(","negative"
"@emmykinney you were always on my mind #RIPBeth :( http://t.co/oLD0mX5pE6","negative"
"@nickjonas i love you so much :(","negative"
"@TeacherHann @allanteresa I am doing it with @misterachan & Lauren (not on Twitter). Sad to miss tomorrow :( but excited about the workshop!","negative"
"The heart wants what it wants :(((((((((((((","negative"
"The next two hours are going to be super fun :(","negative"
"praying for you , KHAMIS ... :( ... https://t.co/MIJNu4XdiX  #Kadhafi","negative"
"Already want Christmas break to come!:(","negative"
"Not closing the door when going to the washroom is apparently now a thing in this house... :( #saveme","negative"
"@tramhelen ya im fr too yang i wanna go out i stay home any longer is gonna be christmas part 2 (monday edition) :(","negative"
"“@johndoyle_3: Damn no wonder why I can't get on Xbox live. The @LizardPatrol took down Xbox live :( f**k man”","negative"
"jfc need money for Broadway tickets :(","negative"
"""guys, need following by justin bieber click here http://t.co/QDhH9Og9oo"" PLEASE JUSTIN :( @justinyaml","negative"
"This is when i wish i had my babe next to me :(","negative"
"Xbox Live is currently DOWN :(","negative"
"i rly wanna sleep cuz i don't feel like doing anything, but i can't sleep :((","negative"
"I miss Steph and HHH :( #RAW #tvtag http://t.co/4imtEmB4Cg","negative"
"Hi cam, can you please say, (Hi Maitte, I LOVE YOU SO MUCH)?? ILYSM ILYSM@camerondallas why,you not follow me?  :( :(","negative"
"The sad realization that in 2015 I need to update my banner because it says 2014 on it. :( #thingsIhate","negative"
"i want my baby back :((((((((((((((","negative"
"its 2am and i feel like shit :( wheres @StacieButcher when you need him #sleepisfortheweak #iwannabeweak #helpme","negative"
"@Marksmaan you guys don't have a team yet?!:(","negative"
"@harshafi i dont think he does :(","negative"
"Talking to Claud just made me cry :(","negative"
"My legs are hurting :(((((","negative"
"@tylergutti sorry i said 5h sucks :(","negative"
"I hate writing essays :(","negative"
"@ItsNilf OMG really? RIP us :( #Trollocaust2013","negative"
"Guys I'm sick again :( @Chaotic_Steph_ @MaddieRoutson @Danioluvsu","negative"
"@penolhannah12 yeah, you and @flowerpatt_ and cla :(((","negative"
"@shlagteach grabbed my hot chocolate, but 10-15 min from home :-( boo #msmathchat","negative"
"I love you @wwwbigbaldhead  it I felt bad when I saw you cry :((((","negative"
"@Nenniie_ I knooow :(","negative"
"@ShadowGurl90 Mad  at me? :(","negative"
"@rrrrhea I know, I'm an idiot :(( and I'm not THAT into Armin either.. 😏😏","negative"
"@Ray_Stoner yeah I have big hope for this too but I don't think that he come back to touring :( but who knows! he likes to surprise people","negative"
"#XboxLive is down meh...no streaming for today @MrGlasco  damn it :(","negative"
"@mollyjustineeee im sorry :((( forgive me","negative"
"Thepin galoo mr. Curut vacum :(","negative"
"Did anyone do the physics packet :(","negative"
"@XDirtmcgirt27X ♡ I think it is to damnit :( try again tomorrow night.","negative"
"I want chipotle :-(","negative"
"@frankperoff i could but I don't consider myself good at it :(","negative"
"@angelikarrr same :(","negative"
"MorningggI'm off to school now :(Bye guys http://t.co/e8508cq2qF","negative"
"My 3yr old woke up with a high temp & rash all over him, he is getting tested for Measles :(","negative"
"2014 has been the best year, I'm sad it's almost over :(","negative"
"Looks AMAZING!! No snow in #Texas :( @TimberCreekVT @mountsnow #TMOM","negative"
"My notifs arent on time :(","negative"
"@EbruEvermore :(  I LOVE Elijah!","negative"
"WHY DOES MATH HATE ME :(","negative"
"@Anti__Youth it seems we must :( fare well booty queen 😂","negative"
"Bethoven :( ""@BabyAnimalGifs: HE'S SO FLUFFY http://t.co/bXginSwMrD""","negative"
"@SydneyLeinonen i hate when someone asks me to chop up 19 pounds of onions too :(","negative"
"@elaineshutup my whOLE LIFE is me being embarrassing in front of cute boys. once I accidentally threw bread at the boy I like :-(","negative"
"@grantlandis are you gonna watch fans on younow :((","negative"
"my friends literally chirp me so much :((","negative"
"@____Jhonpi tomar* :(","negative"
"@tabiscoffee Oh right :( But! We have no idea what you have...","negative"
"I have a really good song idea and I know im going to lose it once I get home :(","negative"
"Wasted 1 week :(( huhu ok this week talaga","negative"
"@aandwtarot this tarot porn is painful to those of us who missed the deck being in stock :(","negative"
"And right when I was having such a swell time against advanced campers too :( #xboxlive","negative"
"I just want him to me :(","negative"
"i lost my house key at home :-(","negative"
"@camerondallas PLEASE CAM :(","negative"
"@camerondallas hi cam, am I pretty enough to get your follows? Or I'm the only one ugly girl to get IGNORE? :( http://t.co/FC8GdmKqt7","negative"
"I look so dumb but ugh :(((( http://t.co/EyZOT7qm2E","negative"
"@AndrewJWestFans @andjwest you're so lucky he sees all your tweets. He doesn't really see mine :( wish he'd at least tweet me","negative"
"@shawnxoxmendes This will only happen in my dreams 😍 ..cause he doesn't even know I exist :(","negative"
"I get deeply sad when I realize that they've never sang Happy Birthday to me at school :(","negative"
"@JanoK4 perdoname :(((","negative"
"@Ioveismove Apparently SECRET has a similar exclusive contract to B.A.P so they're probably not getting good pay :(","negative"
"my avi makes me emotional :((","negative"
"@Curqo I AM NICE :(","negative"
"@EunhaeLife oh thankyou gena but sorry for troubling you :((((","negative"
"Tonight has been horrible. I want my puppy to feel better :(","negative"
"@Ayodri I miss you more best friend :( so much has been going on.. I need you. I'm gonna sc you","negative"
"@Danielleri @caraellison Hope you got to watch the original UK release. The American release got butchered in editing :(","negative"
"Wow look at all the people @Ashton5SOS just RT'd, it's like he only RT's people that have shit tons of followers, I'm sad now :(","negative"
"There's no basement at the Alamo :( http://t.co/wAQP9jGztE","negative"
"@vxnesss 😂😂😭I want a s/o :(","negative"
"I left my new fuzzy socks in alabama :(","negative"
"But I miss this :(( http://t.co/EbRRKf3fCh","negative"
"don't go, its not the same when you go :( #MTVStars One Direction","negative"
"@shitpostman I personally want to be the red knight. If you watch the anime, total badass. He dies though...:(","negative"
"This makes me really sad :(.","negative"
"@cupcaakestyless frowns :(","negative"
"Its so dumb how some people go out of their way to dislike bot my videos. Im not gonna tag because thats rude but you know who you are. :(","negative"
"@mendescashmoney you scared me :-(","negative"
"A broken heart never heals. it just start to live with pain. </3 :(","negative"
"@nickjonas NICK IM SORRY I CANT GO THERE :(","negative"
"“@cupcaakestyless: @SPAREPLANT because I'm to big :(” no youre perfect stfu","negative"
"@RachelMayo15 haven't even started :( Ratchel help!","negative"
"@YourBoyMyles why do you always ignore me :(","negative"
"@Jane10298 Pls excuse me butting in, but since your acct is locked, only people following you can see your tweets :( HT can't. @Mamabear0772","negative"
"@charlllla I know how it's ends , I just seen some episodes. Now I'm watching the whole series and I'm addicted :(","negative"
"@Jadelle1 :( Sorry to hear that.....","negative"
"@Efradel98 ya we!! :(","negative"
"@mahnameisraine :((((((( more heartaches","negative"
"I liked a @YouTube video from @iballisticsquid http://t.co/yWrhEQhUgo Update VLOG - I'm ill :(","negative"
"i miss you, @TrevorDahl come back to Ventura :( http://t.co/40SRgmKzO1","negative"
"i miss my dad :((","negative"
"@ceci91107 seriously! I miss them :(","negative"
"i hate living in florida because no snow during the holidays :(","negative"
"why i can't found my chanhyuk oppa?? i'm alone hereeeee :(","negative"
"Im just waiting for you to care :(","negative"
"Fireworks i miss you :(","negative"
"@crazyy4ameezy no cause you're too pretty :(( don't wanna ruin that face of yours!","negative"
"@PatrickStump you guys are going to Reno before I go for college :(","negative"
"@DanniTheKidd I forgot to write you back but yea it's been gone for a while :( I even got rid of my old keyboard","negative"
"@RyanV252 BETH :((((((","negative"
"LOOK AT THIS TELL ME THIS ISN'T PERFECTION I want to be her.: ( http://t.co/BJ04hxRs4c","negative"
"@aiplusr I hate when I do that :(","negative"
"@too_damn_many @thepastelqueen i dont hav the butt to be scout..,,. :((","negative"
"I wanna try so many things huhuhu but so little money :((","negative"
"@camerondallas be my 1/12 cam :( love you 💜 mm","negative"
"“@thatgirlLAEY: high school was a sick joke to me lol.”same and it still is to this day :(","negative"
"i'm scared !!!! — don't be :( http://t.co/tZk0jTc502","negative"
"When will it be my turn to get a followback from you? @camerondallas :(","negative"
"@muntarinho sadly :(","negative"
"@otf_molly I hate seeing you like this :(","negative"
"@maalfeyy kinda convinced it doesn't exist in real life :((","negative"
"Fuck I feel like I'm getting sick :(","negative"
"@ShawnMendes @NinaaMatos @TayaDavidson @Lyall_G @micahberry @David_Hammond1 you forgot me :(","negative"
"Oh my god. :(","negative"
"@wwwbigbaldhead Daryl, do not cry!! :(","negative"
"@CFCBroadcast @CarelessChelsea this torture to me! I miss him so much. It just feels like he passed away, God forbid :(","negative"
"Maroh sgt lattew...sorry :(Promise","negative"
"I wish demi was coming to adelaide :(","negative"
"@Glowbie21 @Mhoku_ unless it's my potato stream :(","negative"
"@PatrickStump I need a new single :(","negative"
"""@jordanashleey_: Wanna go on a cruise to somewhere tropical so bad :("" rfttttt","negative"
"So sad that Lara and I won't be living together next semester :-(","negative"
"@ProudofNialler i was meant to :( i needa dm you x","negative"
"Nobody likes me. :( #DepressedPGPbot","negative"
"I'm going to bed I'm straight up mean :(","negative"
"i hate that i need glasses! i was super excited, but this is less fun than i thought. :(","negative"
"@PatrickStump I have two exams tomorrow and I'm extremely nervous :( what do you do when you're nervous?","negative"
"@HMATTHIAS @tokenwhitedude That thing wasn't even a Taco Bell when I was there. It was an Arby's. :(","negative"
"i miss jade's squishy hugs  :(","negative"
"@ChristianKane01 i live in germany so i can't wacht the Librarians on tv... :(","negative"
"I just want you be my side again :(","negative"
"Really need a workout buddy :(","negative"
"@Ketsoup210 @ROVEEZY_ @ESALLLLLY stop it :(","negative"
"@PatrickStump Ive had a shit day :(","negative"
"@PatrickStump why do you always hate me in my dreams? :(","negative"
"@JennaEngelking sorry :(","negative"
"seriously i'm wide awake and no #NCISLA tonight? but loads and loads of mike and molly :(","negative"
"@god_damwhoishe @TooAdvanced_ @Jay_BXNY @ASAP_Realz @danbecerra23 I only played once :(","negative"
"@itsahit yeah sigh :((","negative"
"Until February @WalkingDead_AMC :(","negative"
"harrys insecurity: man, my bun is NOT on point today :-(","negative"
"Dats true :( parker sad now — Damn sorry Parker http://t.co/46lcMAHWPU","negative"
"whys my flat so god damn cold :( http://t.co/O2JyLfQkxy","negative"
"Prep for school. Uggggh red notebook labas ka na pls :(","negative"
"@Lil_Ricky23 :((( just wake him up 💔 lol","negative"
"and you fuck with how many guys :-(","negative"
"#SelfishSanta I wan't a #ninjaturtle :(","negative"
"michael is really pretty :(","negative"
"@Ms_D_Isoldi @AETV so you're telling me I have to wait til Sunday to see you :(","negative"
"@peva13 @RoryAlbanese i hope anyways he cant really talk to me or know me or anything, its a complete mind fuck >:(","negative"
"@leafsman I can't open it :(","negative"
"Is T-ara gonna attend MAMA tomorrow?Pls answer :(","negative"
"cammmm I miss you :( @camerondallas","negative"
"@SamimHabibi my mommy is working :(","negative"
"https://t.co/fEqSVQtHgP the song & choreo are everything and then they made hayoung wear that :((","negative"
"“@MikeFrmUptownY: Damn... Where Did The Time Go.. Lmao http://t.co/j8sawcAP1q” akskfskksks :(((","negative"
"I miss school pasta :(","negative"
"I'm going to jail tomorrow and won't even have my phone till 4th :-(((","negative"
"Hi dec, please gimme a new hope :( http://t.co/SEJ54bnUA8","negative"
"@imdaddyashton1 :( does it feel any better?","negative"
"@hudsonwisler and you dont you dont follow either :(","negative"
"I forgot to buy an advent calendar :(","negative"
"I want to be in someone's December Challenge picture thing on ig. :(","negative"
"ok now im getting my phone taken away because of my grades. sorry i have to leave twitter probably for good :( im really sorry","negative"
"15- you're sooo pretty and sweet but we don't talk anymore :(","negative"
"@AirBean_ nooooooo :( it's Xmas time.!!! & I have no one to kiss for New Years 😡😩😂","negative"
"@MyOnlyEscape1 but I have homework :( #twitterpartyMOE","negative"
"@alexander_storr :( okay","negative"
"Free cut 2nd class and third class. :( 6 hours break HUHUHU.","negative"
"@ygent_official YG papa, what is hip hop actually? :(","negative"
"Still no better :( #fever #throatinfection #earinfection #pleasekickinmeds #redcheeks #sleepy… http://t.co/lJ4gMRTnTA","negative"
"@jennamille12 @myracer2 @armitageblogger @penny59z @TPOTEfan  Noooo...no one dies :(","negative"
"@camerondallas YOU WOULD BE THE MVP IF YOU FOLLOW ME PLZ? out of all the tweets plz see this one :(","negative"
"im suddenly craving for carbonara :((its your fault jin @BTS_twt","negative"
"@mayneshannah tomorrows gonna be 1 month :(","negative"
"@camerondallas i love you :(","negative"
"@camerondallas I HAVE SCHOOL RIGHT NOW :(","negative"
"@khayrenee @kmalhoit @25TOLIFEFilm I missed it :(","negative"
"@camerondallas I gotta go now :(","negative"
"my hair is always messy in my pics :(: mixed emotions","negative"
"@sl00k @Mrcluck and you thought yours was bad :(","negative"
"“@TheProfGrammar: @voiceswrestling, surely you meant ""fewer things"". Perchance you mistyped.” :(","negative"
"@noturbbygurlxo neither can i :( like even when i wear tank tops they look like they bout to fall out😟 I'm just happy them bitches not saggy","negative"
"""@TumbIrsPosts: Can I? http://t.co/OHtJnG2FTZ"":((","negative"
"21 oh man :(","negative"
"Why can't CAMERON follow me :( @camerondallas","negative"
"A3. Aww don't have it available :(  #mkmholiday","negative"
"What is wrong with this world..I'm sad ..I'm crying ..my heart hurts. .this is hate and very sad..:(","negative"
"@iBalll_15 it seems like years :(","negative"
"@Lewbinho_ noo im sorrry :(","negative"
"@AnaDorato volve, i need you :(","negative"
"@kwizzle123 :( i cri","negative"
"@camerondallas  FOLLOW ME CAM :(","negative"
"Wow. I really haven't been on twitter in a while. Do you still love me?probably not :(","negative"
"@megansuxatlife  no more gmod :(","negative"
"@AdamBongo something please? :(","negative"
"my package still hasn't arrived :(","negative"
"@inspectorashtxn what is it? :-(","negative"
"@Will_Somers @GMA @ABCFamily what my fall looked like at Cracker Barrel. Wet boots on tile floors.  :-(","negative"
"@camerondallas you hate me :(","negative"
"i love you so much :( @camerondallas","negative"
"@wildaboutcars Yeah when you lose track of time for 6 months, not good :(","negative"
"@newyorkhealy dont let this flop :(((","negative"
"Don't feel good at all :(","negative"
"@tuckj11 @SamPerrenFTW Sorry guys, it'll be another 20 minutes just for render time, then there's upload time. :(","negative"
"@SawFuzzy Fuzzy are you online right now because I can't sign in :(","negative"
"@Dannystator its 2:14am im bored af :(","negative"
"Why every time  :( #PS4share http://t.co/4f9gQ3kKua","negative"
"blake :( @BlakeCraftFTW_","negative"
"I'm going to cry since I'm sick even Apple slices taste like shit and those are my fav :(","negative"
"Beth :(","negative"
"My new phone camera has some kind of automatic 'beauty' setting I can't seem to turn off  :(","negative"
"@devon_root wat no :(","negative"
"@karied_awayyy miss u lots it's not okay :(","negative"
"@alluuka I AGREE but its been buffering a lot for me lately :(","negative"
"doesnt ashton only see the people he follows lol im not even gonna try :-(","negative"
"missin my bff @aubzbby :( http://t.co/R60nSma2QR","negative"
"@MergieBergs :( do ya need anything? I can hug you too😎","negative"
"@Hp_Desktop but why pincesssss :(","negative"
"@hudsonwisler you unfollowed :(","negative"
"@PatrickStump I'm going to sleep but I would :((. night Patrick have a good show tonight","negative"
"@mmfnadia i know that feel :(((","negative"
"@HahnaKaleigh omg I don't have that one now I'm making that same face :(","negative"
"@ROWYSOhotelinfo im so sorry to bother but I would like to know too :(","negative"
"Really hooked on this show & goin to miss this girl #twd R.I.P Beth :( http://t.co/Z1mqXkA0Av","negative"
"Emily don't take pictures with me :(","negative"
"“@MTV: If your birthday is in December, then I'm really sorry. That's just unfair!” :-( I know right?! Mine is on Friday!","negative"
"“@RealTouchingPic: This is so sad :( http://t.co/2nymAnZXQZ” @TaylorLosier","negative"
"@wbarter1234 Get this girl out of dodge.:(     GN sorry,did not eat,anxiety,i feel like a push over GN,i feel taken","negative"
"@dillydallytcg do you by chance have a list of who voted for what? I foolishly didn't save who I voted for :(","negative"
"Stomach virus is killing me :-()","negative"
"No more milk in the coffee. :(","negative"
"@RileyMcDonough its very pretty..wish i can visit new york :(","negative"
"Watching Fast & Furious 6. I haven't even seen the last 4 :(","negative"
"I want to have a Photoshoot to go to :(((","negative"
"@camerondallas IS IMPOSSIBLE GET NOTICE FROM YOU :((","negative"
"I hate to say it but Lester will be going to the Giants :(","negative"
"@shirleyahill @nrmckone @ScottyMcCreery @JudyMacGarner @MikeMGarner No Scotty no watche':-(! Pap","negative"
"@gringatears you! I noticed it was ur bday and I wanted to say happy birthday but finals r happening so I drafted :-( http://t.co/HjSQiX1Wzj","negative"
"@esauth Hi! If we don't have the size online, it's probably sold out :(","negative"
"Feelin' like crap. Sore throat started Friday afternoon is still with me, going to go see a doctor tomorrow if it's still there. :(","negative"
"@HetzelSabrina aw dang you're sick :( feel better!","negative"
"@MoMuseitif why are you stressed :(","negative"
"@AwkwardTurtz @AngryJoeShow Yea it's such a fucking stipid compliant to have, it's like all these people have never seen a real sword ff :-(","negative"
"I fuckin hate not having money in my phone coz I need to use shannons hotspot and her phone's fucked :(","negative"
"Really is real :( http://t.co/9e732Z92yH","negative"
"@pose thanks - i have stuff listed, and need to delete a few items, yet can not access any of my items, even those the site is up :(","negative"
"vixx needs a variety show they haven't had one in so long :(","negative"
"Such a shame when they cut lovely scenes :( lots of drama I guess but just a shame","negative"
"@IAmDNap I want a follow :-(","negative"
"Wishing so badly I was going to the @MapleLeafs and @DallasStars game tomorrow night :(","negative"
"@Luke5SOS Luke Hemmings if you're reading this please please follow @alycialol 🙏:(((((((((","negative"
"@wenchlette sorry. I don't have that one. :(","negative"
"Ashton notice us real fans :( #LIVESOS","negative"
"So Sorry to hear about a Direct Sales Company closing their doors :( I Can't imagine how that must feel. XOXO to my #LiaSophia Friends","negative"
"@chelpsea @Nichollsodeon I almost don't want to insult you anymore :(","negative"
"@AnnaBisetti fully blind?! Why :((","negative"
"someone dm me :(","negative"
"get xbox one already :( @Qndzy","negative"
"Maryland in 19 days and I still have no winter clothes :(","negative"
"yay that's great to hear that, isn't that great for you :(","negative"
"@sillygoose1013 @hipsterlecki @revengepsycho it's still me :(","negative"
"i felt so pressured :-(","negative"
"@camerondallas my mentions are waiting for u :(","negative"
"@hudsonlana_ I can't get it to do this again :(","negative"
"@arianasbIunts what do I do? :((","negative"
"but i mean i really wanna go to lana's show in la or chula vista :((( both tbh ill have a few months to get that mess organized","negative"
"@camerondallas NOTICE ME :(","negative"
"@5SOS im going to san jose in 28 days wait for me :-(","negative"
"I miss amber :((","negative"
"@rdfrs @RichardDawkins  nope still not there :-(","negative"
"i don't deserve this :(","negative"
"less than 3 weeks left w posner :(((","negative"
"They will not see this tweet :( I am very proud of you You're the best, I love you and hope you film hits chile @camerondallas","negative"
"@MaskdCat sorry I couldn't make it Saturday. It's been a nasty weekend. :(","negative"
"@ruvalcavanat what?! omg he was one of my favorite teachers :(","negative"
"@xfivesoshemmo dejameeeeeeeeeeeeeeee :(","negative"
"@veronica_bum Mine is in my city ..... but I don't have it yet :( So close!","negative"
"@tavariel I've had the same problem! Been charging $15 and it's coming out at $30 :(","negative"
"what’s wrong with Gwen Stefani’s mouth? she’s talking like she just had oral surgery :(","negative"
"I suck at Christmas shopping for people :(","negative"
"Maggie's face broke me aw :(((","negative"
"The boys are already leaving home and it makes me sad that they didn't get more time with their families :(","negative"
"@Giselle_Reyes24 @GarciaOfficial1 awe :( feel better soon","negative"
"@Ladelsanto @lucyhale awwww no!! I hope you both get better soon :( drink lots of tea and please accept my virtual hugs!! <3","negative"
"oh beth :(","negative"
"@CLIFFORDBIXCH please stop :( not for him but for yourself. It's not worth it.","negative"
"@MsCityRedGirl guess it's keeping you up :-(","negative"
"@justinbieber hey! Follow me :(","negative"
"@nicvke an STD that involves VAG*** getting infected :( its really gross dont look at pictures :(","negative"
"I want papa to just wake up! I don't want any of this to be real. :( Thanksgiving was NOT the same. I feel like Christmas will be worse.","negative"
"#TheVoice could barely hear Chris Jamison! Background music was way to loud !! :(","negative"
"Drop abis :(","negative"
"And that just really sad<:(","negative"
"@camerondallas i love u so much :(","negative"
"I have night classes every tuesday so I'm going to miss every episode of parks and rec :((((","negative"
"@Grace0Morgan I would puke too :(","negative"
"Baby tell me this is the end :(","negative"
"@SundropShelbs you will see that baby but not caysen :(","negative"
"Why Starbucks gotta be fully lined up :(","negative"
"its cold. im hungry. and im bored. and my laptop is gonna die. :-(","negative"
"@brightfuliam aw that sucks :((","negative"
"@whatiswicca even websites say this so they spread the word more :(I believe it's good, as long as you don't do anything bad","negative"
"I wish I could go to the game :(","negative"
"@camerondallas UGH IM GIVING UP SORRY :(","negative"
"Just ate, still hungry. Story of my life :(","negative"
"Stuck with this word.. :( help me, dudes. #whatstheword http://t.co/E11R3Co4XN http://t.co/Z5Hrd0fw4g","negative"
"ashton would probably hate me if i illegally download #LIVESOS :((","negative"
"really need a friend rn :(","negative"
"@iamValC I don't know now :( #DWTSWithdrawal","negative"
"@camerondallas CAM PLEASE :(","negative"
"@SKarrG0 That got me thinking :( http://t.co/v01rQvPmVk","negative"
"went from 85 country songs to 22 :(((","negative"
"brae mad and idk why :-(","negative"
"@based_dev when ur a guy trying to call out a girl more relevant than you because you have a small wiener :((","negative"
"I really want to go to Mexico, can summer please hurry :(","negative"
"@UFOGRL I LOVE lava lamps, and the one Mr.O has is waaaackkkkk because it doesn't work :(","negative"
"@elsupernalga10 get me something :(","negative"
"@mariamjxde @mohamedkareem65 ""it"" I am a human being with feelings thank you!:(","negative"
"@AvalancheTwitch @FaZeRug @Cuhmmando but if it were you everyone would say ""OOOOOOOO NOOOOOO"" :(","negative"
"@hausoffran yes, germany is awesome. But brazil in much better if they're not just focus with the trophy and te sixth title winner :(","negative"
"@dutildenimshop you guys should really look into direct credit card payments, my paypal acc is foreign and doesnt work in canada :(","negative"
"@ChiefKeef HELP! THERES A DEAD RAT IN MY @dominos SAUSAGE AND CHEESE PIZZA! :(","negative"
"Lame, XBL is down so no stream :(","negative"
"when your friends think studying is more important than a dance party :(:(:(","negative"
"i'm sad because i always take the after-rehearsal snapchats in nathan's car but i went home sick so i couldn't @BSangiolo :(","negative"
"I can't believe this :( goodbye social.","negative"
"@ThatCrayHijabi Kanwal next time I'm in B10 I'm going to uppercut you :(","negative"
"@paparatti Ugh what an irresponsible dirtbag douchetruck :(","negative"
"@aledanugget ur so pretty ale fck :(","negative"
"how can I be expected to study when all these Christmas movies are gunna be on :(","negative"
"@MattVangilder1 moment of silence for Linda :(","negative"
"@oblivionkian @puffylawley i like it when he gets in trouble!!!!! >:(((((","negative"
"@Lisheon P&R is such a good show to me :( it's just kinda sad that they're sending them off with 13 eps. What shows? :O","negative"
"I'm so close to 1.4k like, I want to get there but I feel bad for not following :(","negative"
"My goal is for this 72 hour work week to fill up my bank account. Though I know it won't :(","negative"
"Good bye Beth :( #RIPBeth http://t.co/b44OGvmBJ1","negative"
"Do you think Lana will still do will call only tickets? I need to know if I can still get GA or VIP after they sell out during presale :(","negative"
"the little nod when harry sang ""i'm in love with you"" melted my heart :( https://t.co/Vtc9OOFH9z","negative"
"@klarolove @KlausIsHerLast I miss the debt :(","negative"
"@thathighguy817: Empty trays, equal sad days...topped by being a Monday.  :( #whenyourdry #SadDay #stonerproblems","negative"
"super bummed on seeing walking dead spoilers before I had a chance to watch last nights episode :(","negative"
"@blacknascar @GunnarOsterman blake are you okay :(","negative"
"@PatrickStump long shot I know :( but could you by any chance give a quick shout out to @CalellTV? It would mean so so much to us!","negative"
":( I wish it wasn't like this","negative"
"bolaji follow all the ugly joints :(","negative"
"Sick and can't sleep :(","negative"
"@natdawg__ idk what I want for my birthday or Christmas :(","negative"
"@kalliebabyyy I miss you too :(","negative"
"I miss kaylee!!! :(","negative"
"@Luke5SOS wanted to know how it should be holding you :(","negative"
