Tweet,Sentiment
6 hours left at work and then I have a whole 4 days of birthday celebrations :),negative
Hi @Transeuroperace good luck with the race next year.,negative
Caribou - All I Ever Need / #nowplaying #bbc6music http://t.co/RMtmJhMIMD,negative
Only on fucking twitter ain't I @Jonno591 that's twice in a week #mustbeill,negative
>> THEME PARK #amaburi http://t.co/JYz7kGwIna,negative
The beautiful side of my hot hard work. :) http://t.co/a49ZPeN6zj,negative
Retail websites buckle under pressure from Black Friday shoppers | via @Telegraph http://t.co/4gPpTrn8kf http://t.co/fnsGYagvWC,negative
You're so captivated by your fantasies today that your actual ... More for Cancer http://t.co/XbK756tCtu,negative
3 people unfollowed me // automatically checked by http://t.co/KjLISoKrF0,negative
"Ahahahaha, your bore me, go away,",negative
sun coming out? thts my que to go to sleep,negative
I have such a fat ass headache,negative
I just joined churpchurp and I instantly get rewarded! Join now! #phchurpchurp http://t.co/pJpMXdzjRC,negative
Get The Right Insurance By Following These Essential Tips - http://t.co/JrWXc5QAl8,negative
Cape Breton University honours its top students - Cape Breton Post - http://t.co/SE01hG2MbK,negative
Nevertheless - The Real http://t.co/Rfl1FpGTFs,negative
#Address #Dhclient https://t.co/k2aAvDcSY1 dhcp: update dhclient-script,negative
Acupuncture Advice For Those New To It - http://t.co/oB4o1apwQA,negative
"""What you are thunders so that I cannot hear what you say to the contrary."" - Ralph Waldo Emerson",negative
Happy Thanksgiving from our family to yours.  I am very thankful for all the blessings in my life!… http://t.co/5ViWG9uQu5,negative
#NowPlaying: #ComingOfAge by #FosterThePeople. Listen Now at http://t.co/I69afAHyXW #music #tfb #np,negative
My kind of Black Friday. http://t.co/BEgicdtEGo,negative
T-ara Little Apple: You are my little apple #더쇼 #티아라 @SBS_MTV  [Fwz1wCwC9T],negative
Gucci Mane & Waka Flocka Flame - Ferrari Boyz (Official Video) http://t.co/WVIFNIMDNa,negative
Do I look like I care 🙊 http://t.co/feXrGjOHOt,negative
Officially an all nighter. 24 hrs in a row.,negative
sjobumbershoot643iou yes this is obviously English  ts:1417174803 r:40866,negative
Beauty + Deals = http://t.co/QC7PyV5KiF #04684 469109 Ren Body Care 10.2 Oz Citrus Limonum Hand Wash #7451$30... http://t.co/GahrbDhwye,negative
If Abbott goes hard he'll have 70% of Australia behind him. @Tmcauslan,negative
Thank you #ILoveJalenMcMillan for all the wonderful music you have provided me with @jalenmcmillan 1235,negative
Thankful to the most high for giving me the grace to do what I love for a living #Songwriting #GodIsGreat http://t.co/aZ2XZqAXr4,negative
We don't need Black Friday - we've been pay-what-you-like since day 1. Try out the Blizzard on your own terms at http://t.co/dfZCL3Hj8P,negative
lotte duty free ships chanbaek /chokes/  http://t.co/egvh8nA3Ei,negative
"If you see me without my hat, then run. #うりbot #bot",negative
Full house in Screen 1 @RitzyCinema last night! Check out the pics https://t.co/AyUCExUQly,negative
Black Friday - Chavs fight over crap they don't need & the shops don't want because an advert has told them its a 'bargain' #blackfriday,negative
"I need to stop looking at kittens on the internet, makes me want one so bad!!",negative
I've just smashed almost a whole packet of chocolate digestives in my face. Issues.,negative
Kanye West-New slaves (HQ album quality) -  http://t.co/WpoECslsHW #nowplaying #360WiseJamz #HipHop,negative
"Today stats: One follower, 3 unfollowers and followed one person via http://t.co/193pvhMQHJ",negative
Country groups are coming up with some interesting montages of socio-economic inequality symbols in their nations. #5NN,negative
No one van hurt u without your permission,negative
Top 10 YouTube SEO Myths [Creators Tip #129] http://t.co/4Mombiikn7,negative
SO DEEP <3,negative
Your opinions are highly intuitive today but you can't necessa... More for Scorpio http://t.co/uoHzB8S4wm,negative
"CS-2711140005 scored 100% for ""Safe Internet Challenge""",negative
Hot Clothing Offers : http://t.co/GrM1EZrOye #9923 Black Rivet Mens Single-Breasted Wool-Blend Coat$59.97   $... http://t.co/LzVmhQ7UQv,negative
West Hull FM brings you the Middle Child Theatre Company 24 hour fundraiser to help disadvantaged families on the... http://t.co/4vT0nBQGnG,negative
No one could think of a better name than Black Friday? http://t.co/kMTz6SgXT6,negative
Fuzz :3 http://t.co/s5N7tmdDQG,negative
Don't fuck around when they break out the bricks! http://t.co/LEVjcxmk8w,negative
India still searching for 39 workers abducted in Iraq- minister  India said Friday it was still searching for 3... http://t.co/aYts7wMpBq,negative
Soviet Wall Clock by TheThingsThatWere http://t.co/Ucsfc5MywP via @LadyJCMuses,negative
"Miguel Migs, Franky Boissy - Luv Soundz (Transport Theme Mix) #NowPlaying on #Free #App http://t.co/5R5OvHHuyI #RealRadio #AppStore #G",negative
"Today stats: No new followers, 3 unfollowers via http://t.co/1BYt0MmbuG",negative
"""@Luck_EO: Yuk join http://t.co/KmdcAaPRrd""",negative
the directioners and the 5sos fam are teaming up like holy shit gimme some popcorn.,negative
RT the only black thing about my Friday is the coffee I'm about to drink to wake me up ...,negative
A gemini woman prefers intuition rather than clear logic.,negative
#LeeMinHo Orion CF Screencaps http://t.co/1JWeoAjO9C,negative
I luv Christmas music soooo much 💝🎶,negative
267 #MTVStars Taylor Swift ✨ Lana Del Rey,negative
I posted a new photo to Facebook http://t.co/y6DLc8Syoc,negative
With adlina and Nimaswari [pic] — https://t.co/X3sckriztZ,negative
Found a local deal? post it at  http://t.co/HfzWZfgGbo ..it is super easy #coupon #fashion #tech,negative
Cuba Watch by Rip Curl klik -> http://t.co/tRrQSRRTkh http://t.co/2qJzzLBGd8  #GuePersija,negative
Sales Engagement: The fundamentals of captivating your audience http://t.co/Zl7QIb5Zdr #sales http://t.co/8Hnq40swhp,negative
"Sorry, I can't today. My sister's friend's mother's grandfather's brother's grandson's uncle's fish died. & yes, it was tragic.",negative
delicious toasties and a warming drink anyone? Have a lovely day. http://t.co/jCI7hFrJ2b,negative
Like duh?!!! 😒,negative
"Great tunes. The Rails, Byron 🎶 @joeytodd2 by gabrielle.mitchell http://t.co/g6aH1PMhLi http://t.co/oberTTD0qF",negative
"Is someone getting the best, the best, the best, the best of you? #foofighters",negative
Bad but true,negative
Heavy Artillery by Colin Gill  #ww1 http://t.co/YJ4mAoBzho,negative
I posted a new photo to Facebook http://t.co/kEHlctV9fZ,negative
"Today stats: 3 followers, No unfollowers and followed one person via http://t.co/PEbR3eppdP",negative
"lool. now that i think of it, why will i live man house for 2am because of fight? lol because i get friend who go take me in na!",negative
WATCH: Most Awaited trailer of Jurassic World Finally released http://t.co/h7idgIqg1l,negative
2012/05/22 Blackley's great relief: http://t.co/lzOTo2C6Ui via @YouTube 2012 and Blackley as an A's player was a special time.,negative
I posted a new photo to Facebook http://t.co/eoUPq28heD,negative
267 #MTVStars Taylor Swift ✨ Lana Del Rey,negative
267 #MTVStars Taylor Swift ✨ Lana Del Rey,negative
"Today stats: One follower, No unfollowers via http://t.co/TTMFQmgq10",negative
"#Cancer wants to fall in love first, sex comes after.",negative
This Kota ♥,negative
141128 054001 || @sharon_smith_1 Come on lets go and play,negative
pnwbumbershoot643iou yes this is obviously English  ts:1417174803 r:62079,negative
"Today stats: No new followers, 2 unfollowers and followed one person via http://t.co/2GCB2QGBHX",negative
Science of Sound Vol. 1 from Industrial Strength Records distributed by Loopmasters - http://t.co/OVFa5W9VyD http://t.co/Hg59RhGp1g,negative
"If you love cats but you don't have any, this glass ball ring shows that you are a cat person... http://t.co/rU76ycQyyp",negative
Free single page flat web template PSD http://t.co/JVKK0PGMtu via @WebDesignSEO11 http://t.co/fjrsWglLKu,negative
"Investigators return to Hernandez home, search for sneakers: http://t.co/x6fUZagAA1 #fox25",negative
Cute chocolate boys like Q give me life ... 💁😍😘🌺 http://t.co/xwtVKr3L2q,negative
Oil price falls after OPEC refuses cuts: The decision by the Organization of the Petroleum Exporting Countries... http://t.co/skhebX6NLL,negative
"""@dailyteenwords: I don't have a type. If I like you, I just like you.""",negative
PO one stripe ripped IDR220.000#Recommended http://t.co/TDLH1PbLPc @redd_olshop,negative
RT WannekAaron: Looking forward to HighlivesMusic and SunsetGoodbye next Thursday #bristolpoppunk #BreakTheInternet #datass #datass #lab,negative
Cardiologist appt today! Excited to hopefully get somewhere with this!(: 🙏💛,negative
Da’Lila Fall Campign Backstage http://t.co/7fgyrhCHM0,negative
You may be feeling quite clever as you tap dance around a deci... More for Gemini http://t.co/doBC1HmY58,negative
http://t.co/UsMZmmqVsM MPs suspended for heckling SA leader: South African opposition part... http://t.co/3MErZhL49j #Center #CA #USA #NY,negative
#Cheap #Voip #internet #call from your mobile to #Finland is just 0.05 $/min  check rates http://http://t.co/0RIoBkhjnF,negative
Give this a read in light of tomorrows election http://t.co/iyrXAkWWg6,negative
Here’s another one who’s unfit for purpose: Mario Philip Azzopardi... http://t.co/RkLfgWoVST,negative
"Hi @Harry_Styles 😊 #FOUR is incredible! I love it & the #NightChangesVideo 💥⠀⠀If you see this, could you FOLLOW ME PLEASE? Love you 💛i",negative
Lost my everything because i was being stubborn..,negative
Now Playing on Ewordradio Redeemed - Wherever You Lead,negative
"You're highly motivated to be productive today, yet you also w... More for Aquarius http://t.co/JkVnCoK1MP",negative
My official website http://t.co/Kerko6cMav Google Ranking is high because of top-notch content optimization. Check... http://t.co/15uZBL8AgM,negative
I hate these gummy vitamins,negative
Gaaaaava,negative
"And alsooooo if you're gonna come at me because of this rant, then go ahead. At least I wouldn't stan for Alex Ramos cuz he's on ""your side""",negative
Branch McCracken's granddaughters at a Tribute to his coaching career (video). 11/24/14 @IndianaMBB @IndianaUniv   https://t.co/o9zSldJPI6,negative
Great Advice On Dealing With Gold - http://t.co/OJy86wQtPB,negative
"Wake up. Talk about your life. Your day. Your sleep. Just please, type.",negative
Sick Beard: Download Finished: Doctor Who (2005) - 2x03 - School Reunion,negative
#DoItLikeItsLegal GYM BAGS ONLY at http://t.co/fF4SpcL3Go http://t.co/ffomEqm7DA,negative
A person can succeed at almost anything for which they have unlimited enthusiasm. - Charles M. Schwab,negative
"Temp: 12.5°C, RisingRain: 0.3mmWind: 3.2mph EPres: 1010.4mb, SteadyForecast: Fine, possible showers",negative
"So disappointed in NamwambaHis noise was but a toddler's tantrum who didn't get what he wanted & when he did... Blind party allegiance.",negative
https://t.co/aBWHtBBEJk Interesting video.,negative
The latest DR-Z70 is arriving in SA in the 2nd week of December http://t.co/gg9kKE5ZnU,negative
"Look at the stars, look how they shine for you",negative
Home from Kenneth's 💓 http://t.co/Pu2nLE31R4,negative
George Best.. #Legend http://t.co/v2jmbJWF3J,negative
"Today stats: One follower, No unfollowers and followed one person via http://t.co/NqSlKEALwz",negative
everything it's over,negative
⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐Hi @Michael5SOSYou are my 🌚 and ☀and all of my ✨I love you to the moon & backCan you follow me?⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐x2.036,negative
"Chilly morning, sunny afternoon for Black Friday(Orlando news) http://t.co/DaQQlMFA3c",negative
BLUB BLUB BLUB  #brazilnuts,negative
still accurate wow http://t.co/xBGYAd1GHj http://t.co/FJn4PDe9fi,negative
BMW R1200GS http://t.co/iVk3NoWHzM,negative
"My daily stats, number of followers didn't change via http://t.co/dQsQCQz6aT",negative
Win a New Kia Soul http://t.co/HlV1gwB9cE http://t.co/qPLwFzAZN8 via @PunchTabWin,negative
Halloween Decoration Fails http://t.co/bsdlusXh6E,negative
AMHQ local 11/27/14: http://t.co/5EbuiSo2gp via @YouTube,negative
"""Sorry, I have a girlfriend."" What every girl wants their guy to say to anyone who tries to flirt.",negative
267 #MTVStars Taylor Swift ✨ Lana Del Rey,negative
267 #MTVStars Taylor Swift ✨ Lana Del Rey,negative
"This week on twitter: One new follower, One new unfollower via http://t.co/vVhvasEsRr",negative
i don't care if i never see u againnnn,negative
🍔🍔 If you were a burger from Mcdonald's             💕🍴🍴🍴💕You would be McGorgeous 🍔🍔@Michael5SOS follow me? 💖 x1612,negative
Joyeux anniversaire sheguey @GRADIDUR,negative
"News TZ | 'Stop All Forms of Violence Against Women', Gender Minister - http://t.co/9hBZTXuNUz: Ghana Broadcast... http://t.co/6PksKPqQ17",negative
Crown and cookies #iFunny http://t.co/H4yG0jW6iF http://t.co/tuGgW8iINA,negative
Don't get stuck in a closet -- wear yourself out.,negative
How @NACUE got involved with @GEWUK http://t.co/qftd1IpSro #gewconnect #gew2014,negative
Seriously needs to get a life..,negative
"""@tbhsassyturtle: all i want for christmas is a baby turtle http://t.co/Qgok2ZxfQd"" @nicklumley02",negative
You can never find just the right spring while building nipple clamp mounts...#kinkyengineeringproblems,negative
I posted a new photo to Facebook http://t.co/vo0CjtA3UQ,negative
trade follows250 or lesstweet meee,negative
"Men become old, they never become good.",negative
"Find entertainment for your Wedding, Birthday, Christmas Party or any other event at... http://t.co/jfmLNYGR3f",negative
"#Blowjob,#Squirt,#Sexy,#Fingering,#Bigtits,#wank: ANAL WIFE Dirty Blonde MILF Gets Butt Fucked http://t.co/fnl1dPJtkF",negative
cops Suspect in downtown Austin shootings dead #DowntownAustin #Interstate35 #policepresence http://t.co/M8xdFglDze,negative
Ask me a question http://t.co/EZbjHR841V,negative
