Tweet,Sentiment
#MyTerms... Don't Even Know What They Are Yet!  :)No disrespect intended but... THIS IS MY #LIFE!Thank you... http://t.co/HAc4zPH1dK,positive
Thank you trish! saya! @chinderellaaa :),positive
GOODNIGHT na may sweet :)),positive
"It's out, it's out! Finally! :D ""@torbooks: Watch the teaser trailer for Star Wars: The Force Awakens: http://t.co/Cet8A3nnSb""",positive
Star Wars: Episode VII - Teaser is OUT! http://t.co/42hSNvizFh | WOW! Now that's a Teaser Trailer!! Now I get the name The Force Awakens :D,positive
Good night. :) ♫ She's Gone by Steelheart — https://t.co/lfmit4NFHm,positive
hey :D,positive
Happy birthdayyy!!:) @a_bizzzy http://t.co/dDtDYiyUOV,positive
FOLLOW ME :),positive
Get to see the gf today :) @MadisenLeahAnn,positive
blessed love :) waaay up ! RT @shantell_smith1: Morning bro @Calico_Darkcide have a great one !!!,positive
Brilliant! :-) http://t.co/iuUdu9K7iQ,positive
Looking forward to @BlackerHallFarm #Christmas festival this weekend. Come and say hello Sat&Sun 10-4pm :) #Wakefield #art #cards #handmade,positive
"Treat your body like a trophy. Clean it, take care of it and more importantly display it for everyone to see! :)",positive
got a P!ATD and AHS shirt and I'm very happy :-),positive
Happy thanks giving all Americans! :D,positive
Shirleen Singh :) she loves me :) http://t.co/96aQrTvIkC,positive
One day is not today :),positive
we are online!!!! check it out :) / http://t.co/mgR93lKiTu http://t.co/lEWzDmmlpA,positive
Follow her & spring season start :)",positive
The people in the world crack me up :),positive
Finally found a decent Anime app my phone :D,positive
"We end now , Just okay :)",positive
Tonight shall be fun!! :),positive
Anybody LF1 hit up @Smithy_FA sound guy and great player! :D RTs appreciated,positive
You saved me again from that feeling. Thank you :),positive
Holy sweet Lordy! Ten subscribers!!!! EEEEEEEEHHHHHHHKKKKKKKKKK!!!!!! I'm so happy!!! :) This day is amazing!!!!! Yay!!!!!!!! New vid. soon!,positive
Lots of people reading my blog :) http://t.co/txyZxqTDEk #ski #snowboard #season #seasonaire,positive
Skype us ? :),positive
Super quick sketch hope you like it :D @MaryGThomson http://t.co/uP1m7yfwg5,positive
Good night and have a nice dream :),positive
Four more days till my birthday!  :),positive
Thanks #TopNewFollowers @tipypevaxit @justint82690768 @elvis_catherine @RockTheMicStudi happy to connect :) (via http://t.co/1mdEQiWJde),positive
Happy! :D http://t.co/AScLvTXosp,positive
Hilarious old WD40 ad! :) http://t.co/vfl9pv2U7d,positive
goodnight :),positive
"Nice haul! Gotta go back and make sure I get Liara & Wrex, though. :) http://t.co/V5zFrDVoMp",positive
Watching my grandma's house for a week :-),positive
One perfect fine lenye2 sunday... :),positive
Thanks #TopNewFollowers @slowly_game @roman_gazzeta @leskinensvnteri @Ed_Kuzovlev happy to connect :) (insight by http://t.co/4NPSCiZKPh),positive
and I like scratching other peoples backs bc it makes them happy :),positive
For you jasmine :) sweety sweety chocolate for you #dairymilk @simrannagra2 #candy #jasmine #bestday http://t.co/Sgo5kkkKom,positive
I love the snow :) #yeg #snow #cozy http://t.co/7wWv0dMAfI,positive
"I never run game, ever. I just chill and enjoy love :)",positive
The draw for our amazing X Factor weekend! 2 v.lucky winners & raised huge amount! Thanks to sponsors  @Nautronix1 :) http://t.co/AoNPRYrQcB,positive
happy birthday my dearest @ZatieSharil :) may Allah bless your life here after. i love you ♡,positive
my family absolutely adores Craig. i couldnt be happier. :),positive
Streaming only for a bit. Come join me if you like :)http://t.co/Qc5k9HqwLZ,positive
"Black Friday was a success, I'm broke again :-) yay :-)",positive
"Free, today only. My gift to you for Black Friday. Happy cyber shopping :)Raven K. Asher Books: Black Friday Freebie http://t.co/MUxDuRYzaD",positive
I love youuuu. :),positive
i love my little evelyn :-) @ITS_EEVEE http://t.co/e5fmkmwgYL,positive
Blowing Money Prank EXTRAS!!: http://t.co/hrFF7KyifN via @YouTube @romanatwood great video :),positive
If you wanna chill tonight text me :),positive
You always are allowed to dream :p,positive
#FF_Specialツ@Selllfi Hamesha se classy bnda hai ye :) very nice person!,positive
Hello Thanksgiving! Love this little munchkin :) http://t.co/9FXEs3hf7t,positive
Goodmorning puppy :) via /r/aww http://t.co/YIsVApAPfe,positive
Glenn Beck TheBlaze TheBlaze Radio Network  LOL!!  :D http://t.co/40DqqdGTWJ,positive
"Stay Strong.Make them wonder, how you're still smiling. :)#blue#batman http://t.co/59nunJQ2b0",positive
Really excited for the movies & lights with my favourite people tomorrow :),positive
I love when my best friend @DeejayYoung calls me and sings Happy Birthday to me :-) It's a different rendition every year! I love you,positive
I love this feeling of being able to buy people things :))),positive
It was a very nice day :) http://t.co/EIxK2Dxq88,positive
Heading into town shortly to see the lovely @ShugMiller :D,positive
Thank God I'm hanging with one of my bestfriend's ha :) yeah time to have some fun,positive
Morning :-) http://t.co/5CzZl7hniM,positive
Finland said yes to same-sex marriages! :) Finally some good decisions!  #tahdon #tahdon2014 http://t.co/5MbWlUsB7d,positive
Thanks again for all the love and support last night guys! Will be seeing you all later. :) Go watch FiFi with me!http://t.co/wOoveHUKUF,positive
A++ for effort. :) .. thank you @lorrielynople . I love you! :-* http://t.co/vAIhabYRhE,positive
Please do support my story :) Thankyou! http://t.co/bjGfqsk90j,positive
crazy & dysfunctional and we know it :-) love love love this family. So much joy http://t.co/9NZg4uNfKX,positive
Stop sending me funny posts! Hahaha @kasheeeyrxs Go studyyy! I won't reply :P,positive
Choose Zayn Malik or Francisco Lachowski :-) — Obviously Francisco Lachowski HAHAHA http://t.co/OBQTBsiV9D,positive
Thanks #TopCommunityMembers @kpbergman @Mike_Fountain happy to engage :) (insight by http://t.co/Jaf7vtuG7M),positive
Hi guys :) #İstanbul #turkey #turkishboy #view #sport #igers #polishgirl #polish #russian #russiangirl… http://t.co/1A7qGzqc5D,positive
just for fun :) http://t.co/7KzN7FpLvw,positive
Thanks #TopCommunityMembers @coppertrades @NewTalentDiscov @tim_mccarty @gilmic12 happy to engage :) (insight by http://t.co/DwNypzviUL),positive
Check out our Lip Dub to Lou Bega's Mambo No. 5!! Hope you guys like it :) @LouBegaofficial #lipdup #FunFriday http://t.co/frNKnK1RDi,positive
"Congrats to all my friends who passed the #UFE !! Go out and celebrate, y'all deserve it :)",positive
Yes we know! We're talented!  :) #drawing  #love  #imagine  #TheFall  #TheView  #AMAs  #CoolKids @edsheeran http://t.co/mqpKiDIEk3,positive
#megdeaangelisgiveaway#megdeaangelisgiveaway Pleaseeee :)) http://t.co/1wZfIYtIvk,positive
Back from Gym :D xx,positive
Alright!!!!!!!!!!!! Alright!!!!!!!!!!! Thank you all so much I love you!!!!!!!!!!!!!!!!♥♥♥♥♥♥;-) ;-) ;-) ;-) :-) :-) :-) :-D :-D :-) ;-),positive
I am having a great time watching @NoSympathyyy stream with @dayumitsfoxxy. come and join me! :) lets have fun!http://t.co/annEPNW6P6,positive
Finally got my phone! So happy! :),positive
i'm so exciting :D #ChristmasIsComing http://t.co/Er9c5YTDTH,positive
trying to enjoy break but I have two papers to write :-) :-) :-),positive
Can't help but smile to see X-Wing fighters flying in formation :) Star Wars: The Force Awakens Official Teaser: http://t.co/rOQyYmTB0N,positive
Astros comin soon :),positive
Looks like I've confirmed my first ever gig in Italy ! It's something I expected for years... Really excited ! :)More info soon..,positive
my sister is forcing me to go to my dads house today for his birthday nice :),positive
getting the iPhone 6 today :) yaya thank you black friday sale to get my christmas present early!!!,positive
Happy Friday Philadelphia! Enjoy the rest of your long weekend :)  http://t.co/iPsHfO2NVH #ThanksgivingWeekend... http://t.co/EseZ4Hwgsv,positive
Thankyouuuuuu twincam club kendal :D,positive
"Hello :) for Grade 12 Youth jobs recommended, follow @tolajobjobs @ThandoBridgetMh",positive
Hope everyone had a good turkey day :) http://t.co/u8Nk61yuOG,positive
Thanks so much for the RTs & 'faves!' Haaaappy weekends :) @Lorriann_Tustin @PorkChopLA @jaylebowitz1 @UkuleleKris @rabye,positive
"im so so so excited for summer and visit spain, france and germany !! it's gonna be great ! :D",positive
Thanks to everyone that features me in their #FollowFridays ! It's very important and rewardful for me. Thank you! :),positive
*tweet gets 10k favorites*me: you ain't really fuck with me way back then but how bout now :),positive
Hii Harry xx💞I hope you're well :) Thanks for amazing album!! 🌸Could you please follow me today? I love you 💕@Harry_StylesXx7848 🙌,positive
"#5YearsOfBigTimeRush @jamesmaslow @1LoganHenderson @TheCarlosPena @HeffronDrive thanks for this amazing years :) http://t.co/NF587OdGFI""",positive
Weekend :D,positive
"Sure :) ""@CeruleanLineage: @Swaty_Here okay!!! then try this Sajna (Farhan Saeed) :)""",positive
After getting myself like 100 things I finally found something for TJ  :))),positive
Snuggling with my kids. :-),positive
Hii Harry xx💞I hope you're well :) Thanks for amazing album!! 🌸Could you please follow me today? I love you 💕@Harry_StylesXx7847 🙌,positive
PARTYYY TONIGHT YESSSSSS !!!!!!! :),positive
it's never too late or early for fluffy socks :P,positive
"Cleaning, jamming out, shmoking and what not :) I'll keep ya posted on cam times for today. Not sure what the plans are yet.",positive
#Friendship This is heart warming :-) http://t.co/myUvGgEMwn,positive
"Robin Streamt - Gaming, Music, Fun! :D: http://t.co/UZLTsZN0o5",positive
Thank you :),positive
Sharon fruit & some ground mixed nuts hmmm Vit C overload very necessary!! Dads creation! Happy Friday :-) xx http://t.co/dpQjoZS9Jn,positive
Love those little music lovers :) http://t.co/HLbHhjIKZp,positive
I'm so happy :) #allumdillah,positive
Hope everyone is having a wonderful weekend! Check out our latest studio endeavor :) #3b4jHoy  http://t.co/dW0tRCgzq1,positive
"New #starwarstrailer is out!! Super excited, it looks amazing :) #StarWarsEpisodeVII",positive
"""@notesforgirlz: this makes my heart smile 😊💖 http://t.co/DXeeOcQs5d"":)",positive
"Apparently, #yeg knows how much I love snow. :-)",positive
Thanks #TopCommunityMembers @4keeners @gest24 @PatasV happy to engage :) (insight by http://t.co/hbKeqYke5H),positive
if you're looking to join let me know. im doing inactivity checks tomorrow. please tweet everyone! :),positive
Look what came in the mail today :) @DILLONFRANCIS http://t.co/nCqPhXNHy9,positive
Goodnight. :),positive
#GOOD NIGHT. . :-),positive
STAR WARS!! :D,positive
Beautiful photo of an Ice Rider on the world's oldest lake :) http://t.co/lNtPpF0Rxd,positive
Rob forever surprising us :),positive
Congrats @poypoypaule! :)),positive
GOOD NIGHT FRIENDS :-)) http://t.co/26gGuOnZpr,positive
I love Baekhyun because I love it when he eyesmiles :),positive
Does anyone wanna hang out tonight?:),positive
buying people nice gifts with my own money makes me so happy :),positive
"""Travel is the only thing you buy that makes you richer."" 🌎#roadtrip #yay :D http://t.co/qQEc650kb0",positive
Just had a nap :),positive
"Done.. :) ""@MarkAvery: Robins are on top - but it's your choice http://t.co/tZhbFSavWm Only days left to cast your vote.""",positive
Hey @JoshRadnor - finally made it out from #NZ to NY to see the show! :) #CantWait http://t.co/3Df4plF391,positive
Just woke up :),positive
"everyday,for you letter :)goodnight!!!donghae oppa!!Love you　leedonghae:) http://t.co/6DUFZ28ztY",positive
Checking in right now :) so pumped to play!,positive
Always keep your happiness :) #Happiness #beHappy #Good #day #design #Dilpakg http://t.co/C34uETmc72,positive
good night :),positive
"They say weed is bad and can cause you death, so give it all to me and I will suffer for all of you :) thankyou",positive
happy birthday #PS4 :),positive
Sweet potato pie for breakfast. :),positive
Through Back to Thanksgiving 4 Years ago! :)  http://t.co/98zo28cEW1 http://t.co/oc3f4UFoEg,positive
"My baby is the best, she cleaned our room :)",positive
happy birthday @misscnovelli  hugs!! Thanks for  your amazing voice !!! Congratulations!!! :)#trance… http://t.co/vNdOce2KH6,positive
Love a nice relaxing evening :),positive
Happy birthday cutie :) @jakemiller,positive
Baby I will be your everything :) ♫ Be Your Everything by Boys Like Girls — https://t.co/XuG5b6rdwc,positive
Black Friday shopping was a success :),positive
Happy out :-),positive
Life's better when you are drunk!!  #beerforthat :D :D,positive
ok now it's officially chrismas season and I can't be happier :)),positive
Just saw you in the window at #thrive @anadeau happy painting today! :),positive
Home alone watching #HomeAlone ...yeeaaahhh buddy :D,positive
SO HAPPY :)),positive
"""@NathanGGremy14: уеp haha. Have a good weekend my dear friend :-)",positive
Going  paintballing for my boyfriends birthday tomorrow :),positive
http://t.co/BWPUNtjJ8D @gaana Awesome song :-) #BajnaChahiyeGaana  @RanveerOfficial,positive
I am glad :),positive
